Restaurant name,Contacted about Rewards,Offer delivery/takeout during forced closure,Contact Email,Website,Last Contact Date,POC,Location,Restaurant Group,Type of Service,Contact Name,Decison Maker,Decision Maker's Phone,Visited (old),Emailed,Had Interview,Interested,Signed contract,Phone #,"Has loyalty 
or rewards?",Best time to call,Address
"Kuma's Corner, Vernon Hills",y,y,Contacted with group,https://kumascorner.com/,02/15/20,Dan,,Kuma's,FS,Ron,Ron,,y,,y,y,y,,,,
Kuma’s Corner,,,,,,,Avondale,,,,,,,,,,,,,,
Kumiko,y,,hospitality@barkumiko.com,https://barkumiko.com/,02/15/20,Dan,West Loop,,FS,,,,,,,,,,,,
Kurimuchi,y,,Kurimuchicago@gmail.com,,03/01/20,Jake,,,,,,,,,,,,,,,
Kusanya Cafe,,,,,,,Englewood,,,,,,,,,,,,,,
L Woods,,,,,,,,LEYE,,,,,,,,,,,LEYE,,
L. Woods Tap & Pine Lodge,y,,Contact Form,https://www.lwoodsrestaurant.com/,02/23/20,Dan,Lincolnwood,,FS,,,,,,,,,,,,
L'Appetito,y,,LAPPETITOMAIL@GMAIL.COM,https://www.lappetito.com/,02/23/20,Dan,,,CS,,,,,,,,,,,,
L'ours Bakery Cafe,y,,hello@loursbakerycafe.com,,02/28/20,Jake,Little Italy,,CS,Nicole,Nicole,3126108869,,y,y,y,y,312-610-8869,y,,
La Bodega,y,,Contact Form,https://bodegaimports.com/,02/15/20,Dan,,DineAmic,,,,,,,,,,,,,
La Cantina,y,,giovanna@italianvillage-chicago.com,https://www.lacantinagrill.com/,02/23/20,Dan,The Loop,,FS,Ask for John,,,y,,,,,312-842-1911,,Call around noon,
La Colombe,y,,evan.devries@lacolombe.net,,,Jake,Wicker Park,Chain,CS,,,,,,,,,,,,
La Creperie,,,,,,,Lake View,,,,,,,,,,,,,,
La Crosta Woodfire Pizzeria Italiana,y,,info@lacrostachicago.com,http://lacrostachicago.com/,02/15/20,Dan,Lincoln Park,,FS,,,,,,,,,,,,
La Fournette,y,,info@lafournette.com,https://lafournette.com/,02/19/20,Dan,,,CS,,,,,,,,,,,,
La Gondola,y,,Contact Form,https://www.lagondolachicago.com/,02/23/20,Dan,,,FS,,,,,,,,,,,,
La Hacienda de Los Fernandez,,,,https://www.yelp.com/biz/la-hacienda-de-los-fernandez-addison,,,,,FS,,,,,,,,,,,,
La Josie,y,,hola@lajosie.com,https://www.lajosie.com/,02/26/20,Jake,Fulton Market,,FS,,,,,,,,,,,,
La Nonna,,,,https://www.yelp.com/biz/la-nonna-chicago,,,Avondale,,FS,,,,,,,,,,,,
La Pasadita,,,,,,,West Town,,,,,,,,,,,,,,
La Petite Folie,y,,contact@lapetitefolie.com,https://lapetitefolie.com/,02/19/20,Dan,,,FS,,,,,,,,,,,,
La Sardine,,,Unlisted,http://www.lasardine.com/restaurant,,,,,FS,,,,,,,,,,,,
La Scarola,y,,lascarola721@gmail.com,http://lascarola.com/,02/15/20,Dan,,,FS,,,,,,,,,,,,
La Sirena Clandestina,y,,info@lasirenachicago.com,http://www.lasirenachicago.com/,02/15/20,Dan,,,FS,,,,,,,,,,,,
La Taberna Tapas,,,,https://www.facebook.com/latabernatapas/,,,,,Closed,,,,,,,,,,,,
La Unica Food Mart,,,,,,,Edgewater,,CS,,,,,,,,,,,,
La Vaca Margarita Bar,,,,,,,Pilsen,,,,,,,,,,,,,,
La Villa Restaurant,,,,,,,Irving Park,,,,,,,,,,,,,,
Labriola,,,,,,,Near North Side,,,,,,,,,,,,,,
Labriola Chicago,n,,Contact Form,https://www.labriolacafe.com/,,,,,FS,Dan,,,y,,,,,(312) 955-3100,"y,  cards",,
Lady Gregory's,y,,Contact Form,https://ladygregorys.com/restaurant/lga,02/15/20,Dan,Andersonville,,FS,,,,y,,,,,,,,
Lake Street Kitchen & Bar,,,,,,,,Tavern Collective,,,,,,,,,,,,,
Lakeview Rewired Cafe,,,,,,,Edgewater,,CS,,,,,,,,,,,,
Lalo's Mexican Restaurant,y,,Contact Form,https://www.lalos.com/,02/23/20,Dan,,,CS,,,,,,,,,,,,
Land & Lake,,,,,,,,LM Restaurant Group,,,,,,,,,,,,,
Landbirds,,,,https://www.yelp.com/biz/landbirds-chicago,,,Logan Square,,CS,,,,,,,,,,,,
Lao Sze Chuan,,,Unlisted,https://www.laoszechuanchicago.com/,,,,,FS,,,,,,,,,,,,
Lark,y,,Contact Form,https://larkchicago.com/,02/19/20,Dan,,,,,,,,,,,,(773) 799-8968,,,
Las Mananitas,,,Unlisted,https://www.allmenus.com/il/chicago/272856-las-mananitas/menu/,,,,,,,,,,,,,,(773) 528-2109,,,
Las Palmas,y,,Contact Form,http://www.laspalmaschicago.com/,02/15/20,Dan,,,FS,,,,,,,,,,,,
Las Tablas,y,,Contact Form,http://www.lastablas.com/,02/15/20,Dan,Lake View,,FS,,,,y,,,,,(773) 871-2414,,12pm-11pm,
Latinicity,,,,,,,The Loop,,,,,,,,,,,,,,
Latsko,y,,Events@latsko.com,,02/24/20,Jake,,,,,,,,,,,,,,,
Lawrence Fish Market,,,Unlisted,https://www.lawrencefish.com/,,,Albany Park,,FS,,,,,,,,,,,,
Lawry's The Prime Rib,y,,Contact Form,https://www.lawrysonline.com/lawrys-the-prime-rib-chicago/,02/23/20,Dan,River North,,FS,,,,,,,,,,,,
Lazy Bird,y,,info@lazybirdchicago.com,https://www.lazybirdchicago.com/,02/23/20,Dan,,Boka Restaurant Group,,,,,,,,,,,,,
Le Bouchon,,,Unlisted,http://www.lebouchonofchicago.com/,,,,,FS,,,,,,,,,,,,
Le Colonial,y,,info@lecolonialchicago.com,http://www.lecolonialchicago.com/,02/15/20,Dan,River North,,FS,,,,,,,,,,,,
Le Pain Quotidien,y,,Thomas.damberine@lepainquotidien.com,,03/04/20,Jake,Millenium Park,Chain,CS,Tomas,,,y,y,y,,,,,,
Le Sud,y,,info@lesudchicago.com,https://lesudchicago.com/,02/19/20,Dan,Lake View,,FS,,,,,,,,,,,,
Left Coast,y,,Daniel@ltfj.com,https://www.leftcoastfood.com/,03/04/20,Jake,,,CS,,,,n,,,,,,,,
Leña Brava,,,,,,,,Rick Bayless,,,,,,,,,,,,,
Leviathan,,,,,,,,The Fifty/50 Group,,,,,,,,,,,,,
Libertad,y,,info@libertad7931.com,http://libertad7931.com/,02/15/20,Dan,,,FS,,,,,,,,,,,,
Lickity Split Frozen Custard & Sweets,y,,Contact Form,https://www.lickitysplitchicago.com/,02/23/20,Dan,,,CS,,,,,,,,,,,,
Lifeway  Kefir,y,,richiec@lifeway.net,,02/24/20,Jake,,,CS,Richie,,,,,,,,,,,
Lillie's Q,y,,jkrick@southernrevivalhospitality.com,https://www.lilliesq.com/,02/22/20,Jake,Wicker Park,,,,,,y,,,,,(773) 772-5500,,,
Lillies,,,Unlisted,https://lilliesqrestaurants.com/,,,,,,,,,,,,,,,,,
Lime Leaf Thai,y,y,limeleafchicago@gmail.com,,02/28/20,Jake,Loop,,FS,,Eric,8722033671,y,y,y,y,y,,,,
Limitless Coffee,y,,"emmabalison@gmail.com, Contact Form",https://drinklimitless.com/,02/19/20,Dan,,,CS,,,,y,,,,,,,,
Liqr,,,Unlisted,http://liqrboxchicago.com/,,,,8 Hospitality Group,,,,,,,,,,,,,
Little Bad Wolf,y,,Contact Form,http://www.littlebadwolfchicago.com/,02/15/20,Dan,Edgewater,,FS,,,,,,,,,,,,
Little Beet Table,y,,lansai@littlebeettable.com,,03/01/20,Jake,River North,,FS,Lindsay,,,,,,,,,,,
Little Bucharest Bistro,,,,,,,Irving Park,,,,,,,,,,,,,,
Little Corner Restaurant,,,,,,,Edgewater,,,,,,,,,,,,,,
Little Goat Diner,y,,info@littlegoatchicago.com,https://www.littlegoatchicago.com/,02/23/20,Dan,,Boka Restaurant Group,FS,,,,y,,,,,(312) 888-3455,,,
Little Vietnam,,,Unlisted,https://www.chicagoparent.com/explore/neighborhood-guides/little-vietnam/,,,Edgewater,,FS,,,,,,,,,,,,
Little Wolf Bistro,,,,,,,,,,,,,,,,,,,,,
Locanda,y,,LocandaChicago@gmail.com,https://www.locandachicago.com/,02/23/20,Dan,,,FS,,,,,,,,,,,,
Lokal,,,Unlisted,https://www.lokalchicago.com/,,,Lincoln Park,,FS,,,,n,,,,,(872) 829-3330,,,
Lola’s Coney Island,,,,,,,Humboldt Park,,,,,,,,,,,,,,
London House Rooftop Bar,y,,rsvp@londonhouse.com,https://londonhousechicago.com/rooftop/,02/19/20,Dan,River North,,FS,,,,,,,,,,,,
Lone Wolf Tavern,y,,kmagro@lonewolftavern.com,,02/28/20,Jake,,,,,,,,,,,,,,,
Lonesome roads,y,,info@lonesomerose.com,http://lonesomerose.com/,02/24/20,Jake,,,,,Abby,,,,,,,(773) 770-3414,,,
LONGMAN & EAGLE,,,,,,,,16 on center,,,,,,,,,,,,,
Longman and Eagle,y,,info@longmanandeagle.com,http://www.longmanandeagle.com/,02/15/20,Dan,,16 on center,FS,Jesse,,,,,,,,(773) 276-7110,,9am-2pm,
Los 3 Panchos,,,,,,,Lincoln Park,,CS,,,,,,,,,,,,
Los Arcos,,,,,,,Andersonville,,,,,,,,,,,,,,
Lost Larson,y,,hello@lostlarson.com,,02/25/20,Jake,,,,,,,,,,,,,,,
Lotus Cafe & Bánh Mì Sandwiches,y,,lotusbanhmi@gmail.com,,02/15/20,,University Village,,CS,,,,,,,,,,,,
Lou Malnati’s,y,,fsulita@loumalnatis.com,https://www.loumalnatis.com/,03/01/20,Jake,,Franchise,FS,Frank,,,,,,,,,,,
Lou Mitchell's,y,,Contact Form,http://www.loumitchells.com/,02/15/20,Dan,,,FS,,,,y,,,,,,,,
Loving Heart,,,,,,,Uptown,,CS,,,,,,,,,,,,
Lowcountry Lakeview,y,,Contact Form,https://www.lowcountrychicago.com/,02/23/20,Dan,Lake View,,FS,,,,,,,,,,,,
Lowcountry South Loop,y,,Contact Form,https://www.lowcountrychicago.com/,02/23/20,Dan,South Loop,,FS,,,,,,,,,,,,
LSTC Refectory,,,,,,,Hyde Park,,,,,,,,,,,,,,
Lucia’s Gourmet Italian Cuisine,,,Unlisted,http://luciaschicago.com/,,,Wicker Park,,FS,,,,,,,,,,,,
Lucky Dorr,y,,Contact Form,https://www.luckydorr.com/,02/23/20,Dan,Wrigley Field,Folkart Management,,,,,y,,,,,,,,
Lucky's Sandwich Co.,,,Unlisted,http://luckysandwich.com/,,,Lake View,,FS,,,,,,,,,,,,
Lucy’s Cafe,y,,Contact Form,https://lucyscaferv.com/,02/19/20,Dan,,,,,,,,,,,,,,,
Luella’s Southern Kitchen,,,,,,,Ravenswood,,,,,,,,,,,,,,
Luke’s Lobster Chicago City Hall,y,,johnathan.savage.russell@lukeslobster.com,,02/20/20,Jake,The Loop,,CS,,,,,,,,,,,,
Lula Cafe,y,,accounts@lulacafe.com,http://lulacafe.com/,02/15/20,Dan,,,,,,,,,,,,,,,
Luna Empanada Shop,,,,,,,Portage Park,,CS,,,,,,,,,,,,
Lutnia Continental Cafe,y,,Contact Form,http://www.lutniarestaurant.com/,02/15/20,Dan,,,FS,,,,,,,,,,,,
Lutz Cafe & Pastry Shop,y,,info@lutzbakery.com,http://www.chicago-bakery.com/,02/15/20,Dan,,,CS/FS,,,,,,,,,,,,
Lux Bar,,,,,,,,Gibson's Restaurant Group,,,,,,,,,,,,,
LuxBar,,,,,,,Near North Side,,,,,,,,,,,,,,
LYFE Kitchen,,,,,,,,,CS,,,,,,,,,,,,
M Burger,n,,Contact Form,https://www.mburgerchicago.com/,,,,LEYE,,,,,y,,,,,,LEYE,,
m.henry,y,,Contact Form,https://www.mhenry.net/,02/23/20,Dan,Andersonville,,FS,,,,,,,,,,,,
Mable's Table,y,,scott@mablestable.com,https://www.mablestable.com/,02/15/20,Dan,Bucktown,,FS,,,,y,,,,,,,,
Macarena Tapas,y,,Contact Form,https://macarena-naperville.com/,02/24/20,Dan,,,FS,,,,,,,,,,,,
Machine: Engineered Dining & Drink,y,,machine@machinehospitality.com,https://www.dinemachine.com/,02/22/20,Dan,Wicker Park,,FS,,,,,,,,,,,,
Machu Picchu Restaurant,y,,machupicchuchicago@gmail.com,http://www.machupicchuchicago.com/,02/24/20,Jake,,,FS,Javiar,,,,,,,,(773) 472-0471,,12pm-9:45pm,
Mad Social,,,,,,,,Phil Stefani,,,,,,,,,,,,,
Madison Tavern,y,n,,,03/02/20,Jake,Union Station,Tavern Collective,FS,Kelly,Kelly,3127720509,y,y,y,y,y,,,,
Maggiano’s,,,Unlisted,https://locations.maggianos.com/illinois/chicago/516-n-clark-st./,,,,LEYE,,,,,n,,,,,,LEYE,,
Mai Tai Bar,,,,,,,,Landry's,,,,,,,,,,,,,
Maison Parisienne,y,n,,,02/15/20,Dan,Lake View,Dough Dough,CS,,,,,,y,y,y,,,,
Maki Sushi,,,Unlisted,http://www.makisushi.net/,,,,,FS,,,,,,,,,,,,
Mango Pickle,,,,,,,Edgewater,,,,,,,,,,,,,,
Manny's Coffee Shop & Deli,,,Unlisted,https://www.mannysdeli.com/,,,,,CS/FS,,,,,,,,,,,,
Maple and Ash,y,,reservations@mapleandash.com,,03/06/20,Jake,,,,,,,,,,,,,,,
Maple Tree Inn,,,Unlisted,http://www.mapletreeinnrestaurant.com/,,,,,FS,,,,,,,,,,,,
Margie's Candies,,,Unlisted,https://margiesfinecandies.com/,,,,,CS/FS,,,,,,,,,,,,
Mario’s Table,y,,Contact Form,http://www.mariostable.com/,02/15/20,Dan,,,,,,,y,,,,,,,,
Marko’s Tacos & Cafe,,,,,,,Andersonville,,,,,,,,,,,,,,
Marrakech Cuisine,,,,,,,,,Closed,,,,,,,,,,,,
Marshfield's Urban Grille,,,,,,,,,Closed,,,,,,,,,,,,
Mas Alla Del Sol,y,,info@masalladelsolrestaurant.com,http://www.masalladelsolrestaurant.com/,02/15/20,Dan,Edgewater,,FS,,,,,,,,,,,,
Masada,y,,Contact Form,https://masadachicago.com/,02/15/20,Dan,Logan Square,,FS,,,,y,,,,,,,,
Mastro's,,,,,,,,Landry's,,,,,,,,,,,,,
Matisse Tavern & Grill,y,,Contact Form,https://www.matissetavernchicago.com/,02/23/20,Dan,,,,,,,,,,,,,,,
Maude's Liquor Bar,y,,contact@maudesliquorbar.com,http://www.maudesliquorbar.com/,02/15/20,Dan,West Loop,,FS,,,,,,,,,,,,
Maxwell's at the Club,y,,memberservices@eastbankclub.com,https://eastbankclub.com/dining/maxwells,02/19/20,Dan,,,FS,,,,,,,,,,,,
Maya Del Sol,y,,Contact Form,https://www.mayadelsol.com/,02/23/20,Dan,,,FS,,,,,,,,,,,,
Mayan Palace Mexican Cuisine,,,Unlisted,https://www.yelp.com/biz/mayan-palace-mexican-cuisine-chicago-2,,,Lincoln Park,,FS,,,,n,,,,,,None,,
MCCB Chicago,y,,Info@MCCBChicago.com,https://www.mccbchicago.com/,02/23/20,Dan,Chinatown,,FS,,,,,,,,,,,,
McCormick & Schmick's,,,,,,,,Landry's,,,,,y,,,,,,,,
McNally's Traditional Irish Pub,,,Unlisted,https://www.facebook.com/mcnallyschicago/,,,,,FS,,,,n,,,,,,,,
Medici On 57th,,,,,,,Hyde Park,,,,,,,,,,,,,,
Mei Shung,,,,,,,Edgewater,,,,,,,,,,,,,,
Meli Cafe,y,,Contact Form,https://www.melicafe.com/menu,02/23/20,Dan,,Small Chain,FS,,,,,,,,,(312) 527-1850,,7-3pm,
Mercadito,y,,"james@mercaditorivernorth.com, marissa@mercaditorivernorth.com",https://www.mercaditorivernorth.com/,02/24/20,Jake,,,,Brissa,,,y,,,,,(312) 329-9555,,,
Mercat a la Planxa,y,,Contact Form,https://mercatchicago.com/,02/19/20,Dan,,,FS,,,,,,,,,,,,
Mesaku Sushi,y,,Contact Form,http://www.mesaku.com/,02/15/20,Dan,Lincolnwood,,FS,,,,,,,,,,,,
Mezza Grill,y,,samer@mezzagrill.com,,03/01/20,Jake,River North,,,Samar,,,y,y,n,,,,,,
mfk. restaurant,,,info@mfkrestaurant.com,https://mfkrestaurant.com/,,,,,FS,Ben,,,n,,,,,(773) 857-2540,--,,
Mi Tocaya Antojería,,,,,,,,LM Restaurant Group,,,,,,,,,,,,,
Mia Francesca,y,,"linda@miafrancesca.com, thomas@miafrancesca.com",https://www.miafrancesca.com/location/mia-francesca-lakeview/,02/25/20,Jake,,,,Linda,,,y,,,,,(773) 281-3310,,3:30pm-12am,
Michael Jordan's Steakhouse,y,,Contact Form,http://mjshchicago.com/,02/15/20,Dan,Oak Brook,Levy Restaurants,,Rebecca (GM),,,y,,,,,"(312) 321-8823
312.321.8770",,"
weekday 2-4pm",
Michael's Original Pizzeria & Tavern,,,Unlisted,https://www.michaelspizzachicago.com/,,,Buena Park,,,,,,n,,,,,(773) 929-4149,,,
Middle East Bakery & Grocery,,,,,,,Andersonville,,,,,,,,,,,,,,
Midori Japanese Restaurant,,,,https://www.yelp.com/biz/midori-japanese-restaurant-chicago,,,,,FS,,,,,,,,,,,,
Mild 2 Spicy,y,,Contact Form,https://mild2spicy.net/,02/19/20,Dan,,,,,,,,,,,,,,,
Milk & Honey Cafe,y,,hello@milkmakeup.com,https://www.milkmakeup.com/,02/23/20,Dan,,,CS/FS,,,,,,,,,,,,
Miller Lite Beer Garden,,,,,,,,Phil Stefani,,,,,,,,,,,,,
Miller’s Pub,n,,agallios@comcast.net,,,,The Loop,,,,,,,,,,,,,,
Millie’s Supper Club,y,,Contact Form,https://www.millieschicago.com/,02/23/20,Dan,Lincoln Park,,FS,,,,,,,,,,,,
Milo’s Pita,,,,,,,Edgewater,,,,,,,,,,,,,,
Mindy's Burgers,y,,mindysburgers@gmail.com,,03/04/20,Jake,,Revival Food Hall,CS,,,,y,y,y,,,,,,
Mindy’s HotChocolate,y,,info@hotchocolatechicago.com,http://www.hotchocolatechicago.com/,02/15/20,Dan,,,,,,,y,,,,,,,,
MingHin Cuisine,y,,Contact Form,https://www.minghincuisine.com/,02/23/20,Dan,,,FS,,,,,,,,,(312) 228-1333,,11am-10pm,
Mirabella,y,,info@mirabellaitaliancuisine.com,https://www.mirabellaitaliancuisine.com/,02/23/20,Dan,,,FS,,,,,,,,,,,,
Mirai Sushi,,,,https://www.yelp.com/biz/mirai-sushi-wicker-park-chicago,,,,,FS,,,,,,,,,,,,
Miss Ricky's,,,,https://www.opentable.com/miss-rickys,,,,,Closed,,,,,,,,,,,,
Mity Nice Bar & Grill,n,,Contact Form,https://www.mitynicechicago.com/,,,River North,LEYE,CS/FS,,,,y,,,,,,LEYE,,
Moe's Cantina,,,Contact Form (broken),https://moescantina.com/,,,,Third Coast,,,,,y,,,,,,,,
Mogadishu Restaurant,,,,,,,Near North Side,,,,,,,,,,,,,,
Mojo Coffee,y,,lmccready@mojo.coffee,,03/04/20,Jake,,Chain,CS,Lisa,,,,,,,,,,,
Molly's Cupcakes (West Loop),y,y,info@mollyscupcakes.com,,02/25/20,Dan,,Pinewoods,,,Wolf,,,,y,y,y,,,,
Momotaro,y,,info@momotarochicago.com,https://www.momotarochicago.com/,02/23/20,Dan,,Boka Restaurant Group,,,,,,,,,,,,,
Mon Ami Gabi,,,,,,,,LEYE,,,,,,,,,,,LEYE,,
MONEYGUN,y,,,,,,,16 on center,,,,,,,,,,,,,
Monteverde,y,,TEAMMV@MONTEVERDECHICAGO.COM,http://monteverdechicago.com/,02/15/20,Dan,,,FS,,,,,,,,,,,,
Monti’s,,,,,,,Lincoln Park,,,,,,,,,,,,,,
Monty Gaels,,,,,,,,Vaughan Hospitality,FS,,,,,,,,,,,,
Monty's Tap,,,Unlisted,https://montystapchi.com/,,,,Four Corners,,,,,,,,,,,,,
Moody's Pub,y,,Contact Form,http://moodyspub.com/,02/15/20,Dan,Edgewater,,FS,,,,,,,,,,,,
Moon Palace,,,,https://www.yelp.com/biz/moon-palace-restaurant-chicago,,,,,FS,,,,,,,,,,,,
Mordecai,y,,Contact Form,https://www.mordecaichicago.com/,02/23/20,Dan,Wrigley Field,Folkart Management,,,,,y,,,,,,,,
Mordecai whiskey & grill,y,,Contact Form,https://www.mordecaichicago.com/contact/,02/15/20,Dan,,Folkart Management,,,,,y,,,,,,,,
Morgan MFG,y,,info@401morganmfg.com,https://401morganmfg.com/,02/15/20,Dan,,Atomic,,,,,,,,,,,,,
Mortar and Pestle,y,,matt.todd.watson@gmail.com,http://www.mortarandpestlechicago.com/,02/23/20,Jake,,,,,,,,,,,,(773) 857-2087,,8-3pm,
Morton's Grille,,,,,,,,Landry's,,,,,,,,,,,,,
Morton's Steakhouse,,,,,,,,Landry's,,,,,,,,,,,,,
Mother Cluckers Kitchen,y,,Contact Form,http://mothercluckerskitchen.com/,02/15/20,Dan,Sauganash,,,,,,,,,,,,,,
Mother Hubbard's,y,n,jake@dernosdiversey.com,,03/08/20,Jake,,,FS,Jake,Jake,3122089287,y,y,y,y,y,,,,
Mother's,y,,Contact Form,https://originalmothers.com/,02/19/20,Dan,,Lodge Management Group,,,,,,,,,,,,,
Mott St,,,Unlisted,https://www.mottstreetchicago.com/,,,Wicker Park,,FS,,,,,,,,,,,,
Mozzarella Store,y,,Contact Form,http://mozzarellastores.com/,02/15/20,Dan,River North,,FS,,,,,,,,,,,,
Mr D’s Shish-Kabobs,,,,,,,Montclare,,CS,,,,,,,,,,,,
Mr. Beef on Orleans,,,,https://www.tripadvisor.com/Restaurant_Review-g35805-d491348-Reviews-Mr_Beef_on_Orleans-Chicago_Illinois.html,,,,,CS,,,,,,,,,,,,
Mr. Broast,y,,mrbroastuic@gmail.com,http://www.mrbroast.com/,03/01/20,Jake,Little Italy,,,,,,,,,,,,,,
Mrs. Murphy & Sons Irish Bistro,,,murphyshospitalityevents@gmail.com,https://irishbistro.com/,,,,,,,,,,,,,,,,,
Mundial Cocina Mestiza,,,,,,,,,Closed,,,,,,,,,,,,
Murphy's Bleachers,y,,Contact Form,https://murphysbleachers.com/,02/19/20,Dan,,,,,,,,,,,,,,,
My Pie Pizza,,,,,,,Bucktown,,CS,,,,,,,,,,,,
Naansense,y,,Dane@eatnaansense.com,,03/04/20,Jake,,Chain,,,,,,,,,,,,,
Nabuki,y,,Contact Form,http://nabukihinsdale.com/,02/15/20,Dan,Hinsdale,,,,,,,,,,,,,,
Nacional27,,,,,,,,LEYE,,,,,,,,,,,LEYE,,
Naf Naf Grill,y,,Contact Form,https://nafnafgrill.com/,02/19/20,Dan,,Chain,CS,,,,,,,,,(312) 263-0019,,,
Namaste Chicago,y,,Contact Form,https://namastechicagoonline.com/,02/19/20,Dan,Logan Square,,FS,,,,,,,,,,,,
Nana,,,,,,,Bridgeport,,,,,,,,,,,,,,
Nando Milano Trattoria,,,,,,,,,Closed,,,,,,,,,,,,
Nando’s,y,,Contact Form,https://www.nandosperiperi.com/,02/23/20,Dan,,Franchise,,,,,n,,,,,,,,
Nando’s Peri-Peri,,,,,,,West Loop,,,,,,,,,,,,,,
Naoki sushi,,,,,,,,LEYE,,,,,,,,,,,LEYE,,
Native Foods,,,,,,,Wicker Park,,,,,,,,,,,,,,
Native Foods Cafe,y,,sarah.fassett@nativefoods.com,https://nativefoods.com/locations/chicago/,03/06/20,Jake,Wicker Park,,CS,,,,,,,,,(312) 332-6332,,10:30am-8:45pm,
New Wave Coffee,,,,,,,Logan Square,,,,,,,,,,,,,,
Nhu Lan Saigon Subs,,,,,,,Lincoln Square,,CS,,,,,,,,,,,,
Niche,y,,info@nichegeneva.com,https://www.nichegeneva.com/,02/23/20,Dan,,,FS,,,,n,,,,,,,,
Nick's Beer Garden,y,,Contact Form,http://nicksbeergarden.com/,02/15/20,Dan,Wicker Park,,,,,,,,,,,,,,
Nicksons Eatery,y,,Contact Form,https://www.nicksonseatery.com/,02/23/20,Dan,La Grange,,FS,,,,,,,,,,,,
Nico Osteria,y,,info@nicoosteria.com,https://www.nicoosteria.com/,02/23/20,Dan,,,FS,,,,,,,,,,,,
Nini’s Deli,,,,,,,Noble Square,,CS,,,,,,,,,,,,
Niu Japanese Fusion Lounge,,,,,,,Near North Side,,,,,,,,,,,,,,
No Bones Beach Club,y,,Sara@nobonebeachclub.com,https://nobonesbeachclub.com/,03/04/20,Jake,Wicker Park,,FS,Sara,,,,,,,,,,,
Nonna's,y,,NONNAS@BHOSPITALITYCO.COM,http://www.nonnaschicago.com/,02/15/20,Dan,,B Hospitality,,,,,,,,,,,,,
Nonno Pino's,y,,Contact Form,https://nonnopinositaliankitchen.com/,02/19/20,Dan,Norwood Park,,FS,,,,,,,,,,,,
Noodles In the Pot,,,Unlisted,http://www.noodlesinthepot.com/,,,Lincoln Park,,FS,,,,,,,,,,,,
Nookies Edgewater,,,,,,,Edgewater,,,,,,,,,,,,,,
Nookies Old Town,,,,,,,Lincoln Park,,,,,,,,,,,,,,
Nookies Wells,y,,Contact Form,http://www.nookieschicago.com/files/wells-menu.pdf,02/15/20,Dan,,,,,,,,,,,,,,,
Noon O Kabab,,,,,,,Albany Park,,,,,,,,,,,,,,
Nori Sushi - Edgewater,y,,norimilwaukee@gmail.com,,03/04/20,Jake,Edgewater,,,Eric,,,,,,,,,,,
North Bar,y,,Contact Form,https://www.liveatnorthbar.com/,02/23/20,Dan,Wicker Park,,FS,,,,,,y,y,y,,,,
Northside Bar,y,,Neville@northsidebar.com,,03/01/20,Jake,,,,Neville,,,,,,,,,,,
Nosh,y,,MODERNMISEENPLACE@GMAIL.COM,https://nibblesandnoshchicago.com/,02/19/20,Dan,,,FS,,,,,,,,,,,,
Nuova Italia Restaurant,y,,nuovaitalia@nuovaitalia.net,https://www.nuovaitalia.net/,02/23/20,Dan,Addison,,FS,,,,,,,,,,,,
Nutella Cafe,,,Unlisted,https://www.nutella.com/us/en/nutella-cafe-chicago,,,,,CS,,,,,,,,,,,,
O'Donovan's,y,,Contact Form,http://odonovansbar.com/,02/15/20,Dan,,Casey Morans Group,,,,,,,,,,,,,
O’Callaghans,,,Unlisted,http://www.ocallaghanspub.com/,,,,,,,,,n,,,,,,,,
O’Leary’s Public House,y,,olearyschicago@gmail.com,https://www.olearyspublichouse.com/,02/24/20,Dan,,,,,,,,,,,,,,,
Oak Tree Restaurant & Bakery,,,,https://www.tripadvisor.com/Restaurant_Review-g35805-d429419-Reviews-Oak_Tree_Restaurant-Chicago_Illinois.html,,,River North,,FS,,,,,,,,,,,,
Ocean Prime,,,Unlisted,https://www.ocean-prime.com/locations-menus/chicago,,,The Loop,,FS,,,,,,,,,,,,
Oceanique,y,,info@oceanique.com,http://www.oceanique.com/,02/15/20,Dan,,,FS,,,,,,,,,,,,
Octavio Cantina & Kitchen,,,,,,,Andersonville,,,,,,,,,,,,,,
Oiistar,y,,info@oiistar.com,http://oiistar.com/,02/15/20,Dan,,,FS,,,,,,,,,,,,
Old Crow,y,,info@oldcrowsmokehouse.com,http://oldcrowsmokehouse.com/wrigleyville/,02/15/20,Dan,,Third Coast,,,,,y,,,,,,,,
Old Grounds Social,y,,CHELSEA@8HOSPITALITY.COM ,https://www.ogschicago.com/,02/24/20,Dan,,8 Hospitality Group,,,,,,,,,,,,,
Old Irving Brewing Co.,y,,Contact Form,https://www.oldirvingbrewing.com/,02/24/20,Dan,Old Irving Park,Folkart Management,,,,,y,,,,,,,,
Old Jerusalem,,,Unlisted,https://oldjerusalemchicagoil.com/,,,,,FS,,,,,,,,,,,,
Old Town Pour House,y,,Contact Form,https://www.oldtownpourhouse.com/,02/15/20,Dan,,Bottleneck Management,,,,,y,,,,,,,,
Olive,y,,Contact Form,http://eatomg.com/,02/15/20,Dan,,,CS,,,,,,,,,,,,
Omega Restaurant & Bakery,,,,,,,Niles,,,,,,,,,,,,,,
One North Kitchen & Bar,y,,Contact Form,https://www.onenorthchicago.com/,02/15/20,Dan,The Loop,,FS,,,,y,,,,,,,,
